Código;Fundo;Data;Cota;Variação;Captação;Resgate;PL;Cotistas
15228;GÁVEA MACRO FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO;31/12/2018;299,00678;0,02%;R$ 0,00;R$ 0,00;R$ 2,505,909,244,74;3,244
15228;GÁVEA MACRO FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO;28/12/2018;298,9451;-0,15%;R$ 106,026,240,00;R$ 906,238,85;R$ 2,505,392,320,09;3,244
15228;GÁVEA MACRO FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO;27/12/2018;299,395992;0,00%;R$ 4,442,000,00;R$ 1,552,650,07;R$ 2,403,892,598,43;3,237
15228;GÁVEA MACRO FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO;26/12/2018;299,402844;-0,17%;R$ 3,162,273,85;R$ 8,071,048,84;R$ 2,401,058,194,58;3,237
15228;GÁVEA MACRO FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO;24/12/2018;299,920301;0,07%;R$ 0,00;R$ 0,00;R$ 2,410,125,192,27;3,242
15228;GÁVEA MACRO FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO;21/12/2018;299,723122;-0,61%;R$ 9,016,755,18;R$ 1,002,247,45;R$ 2,408,540,691,11;3,242
15228;GÁVEA MACRO FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO;20/12/2018;301,558045;-0,26%;R$ 3,649,000,00;R$ 3,309,816,27;R$ 2,415,222,342,23;3,235
15228;GÁVEA MACRO FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO;19/12/2018;302,33643;0,02%;R$ 4,234,264,00;R$ 0,00;R$ 2,421,116,486,50;3,236
15228;GÁVEA MACRO FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO;18/12/2018;302,274113;-0,33%;R$ 26,375,827,04;R$ 2,179,421,11;R$ 2,416,384,059,09;3,226
15228;GÁVEA MACRO FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO;17/12/2018;303,272958;-0,42%;R$ 3,431,765,18;R$ 813,646,12;R$ 2,400,092,481,35;3,219
15228;GÁVEA MACRO FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO;14/12/2018;304,552782;0,20%;R$ 4,853,149,71;R$ 0,00;R$ 2,407,591,798,92;3,215
15228;GÁVEA MACRO FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO;13/12/2018;303,949598;0,00%;R$ 9,178,512,19;R$ 1,382,358,79;R$ 2,397,979,890,24;3,212
15228;GÁVEA MACRO FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO;12/12/2018;303,935199;0,09%;R$ 25,305,578,12;R$ 2,013,341,71;R$ 2,390,070,506,07;3,205
15228;GÁVEA MACRO FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO;11/12/2018;303,669619;0,24%;R$ 37,237,971,04;R$ 2,020,693,26;R$ 2,364,710,163,78;3,207
15228;GÁVEA MACRO FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO;10/12/2018;302,955141;-0,01%;R$ 36,757,571,57;R$ 1,299,438,51;R$ 2,324,012,026,77;3,203
15228;GÁVEA MACRO FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO;07/12/2018;302,994197;0,00%;R$ 6,383,585,93;R$ 2,431,699,85;R$ 2,288,848,928,18;3,195
15228;GÁVEA MACRO FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO;06/12/2018;302,990835;-0,31%;R$ 4,058,622,00;R$ 1,491,998,40;R$ 2,284,871,688,99;3,183
15228;GÁVEA MACRO FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO;05/12/2018;303,926938;-0,02%;R$ 5,377,910,35;R$ 2,468,211,35;R$ 2,289,356,340,59;3,186
15228;GÁVEA MACRO FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO;04/12/2018;303,992275;-0,19%;R$ 8,392,408,00;R$ 914,980,02;R$ 2,286,938,174,66;3,167
15228;GÁVEA MACRO FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO;03/12/2018;304,57969;-0,22%;R$ 3,994,300,00;R$ 0,00;R$ 2,283,865,428,23;3,159
15228;GÁVEA MACRO FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO;30/11/2018;305,239458;0,11%;R$ 7,403,511,18;R$ 2,730,297,83;R$ 2,284,809,688,87;3,148
15228;GÁVEA MACRO FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO;29/11/2018;304,914067;-0,31%;R$ 5,176,950,00;R$ 1,410,685,96;R$ 2,277,705,806,81;3,132
15228;GÁVEA MACRO FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO;28/11/2018;305,877165;-0,47%;R$ 5,979,305,30;R$ 4,297,814,08;R$ 2,281,121,983,97;3,127
15228;GÁVEA MACRO FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO;27/11/2018;307,31597;0,10%;R$ 10,393,750,89;R$ 1,064,987,31;R$ 2,290,162,676,76;3,113
15228;GÁVEA MACRO FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO;26/11/2018;307,016237;-0,27%;R$ 13,628,899,77;R$ 712,054,01;R$ 2,278,609,358,72;3,090
15228;GÁVEA MACRO FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO;23/11/2018;307,834878;-0,03%;R$ 9,167,503,93;R$ 1,046,943,96;R$ 2,271,733,850,28;3,075
15228;GÁVEA MACRO FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO;22/11/2018;307,922492;-0,05%;R$ 5,860,075,23;R$ 1,191,630,02;R$ 2,264,257,542,12;3,060
15228;GÁVEA MACRO FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO;21/11/2018;308,065442;-0,29%;R$ 11,234,849,91;R$ 1,562,062,13;R$ 2,260,638,090,22;3,041
15228;GÁVEA MACRO FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO;20/11/2018;308,966457;0,03%;R$ 0,00;R$ 0,00;R$ 2,257,548,820,10;3,022
15228;GÁVEA MACRO FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO;19/11/2018;308,88145;0,21%;R$ 6,963,337,38;R$ 597,215,77;R$ 2,256,927,689,25;3,022
15228;GÁVEA MACRO FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO;16/11/2018;308,234044;-0,85%;R$ 11,322,848,43;R$ 6,621,804,03;R$ 2,245,844,457,55;3,006
15228;GÁVEA MACRO FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO;14/11/2018;310,874037;-0,18%;R$ 11,194,672,39;R$ 25,000,00;R$ 2,260,338,580,19;2,986
15228;GÁVEA MACRO FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO;13/11/2018;311,429574;-0,19%;R$ 5,535,420,46;R$ 1,096,828,26;R$ 2,253,188,211,47;2,961
15228;GÁVEA MACRO FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO;12/11/2018;312,008897;0,49%;R$ 7,690,847,00;R$ 0,00;R$ 2,252,932,753,01;2,947
15228;GÁVEA MACRO FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO;09/11/2018;310,483619;0,10%;R$ 6,901,139,28;R$ 4,104,315,51;R$ 2,234,265,881,28;2,933
15228;GÁVEA MACRO FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO;08/11/2018;310,160822;0,70%;R$ 8,075,088,59;R$ 667,012,61;R$ 2,229,149,086,23;2,908
15228;GÁVEA MACRO FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO;07/11/2018;307,995591;-0,27%;R$ 8,860,713,83;R$ 1,689,184,18;R$ 2,206,231,049,66;2,888
15228;GÁVEA MACRO FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO;06/11/2018;308,816987;-0,05%;R$ 10,401,697,57;R$ 253,000,00;R$ 2,204,924,214,93;2,865
15228;GÁVEA MACRO FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO;05/11/2018;308,95728;-0,19%;R$ 23,088,964,83;R$ 2,482,852,05;R$ 2,195,772,584,04;2,832
15228;GÁVEA MACRO FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO;01/11/2018;309,553084;-0,67%;R$ 8,093,551,03;R$ 210,803,07;R$ 2,179,361,133,85;2,810
15228;GÁVEA MACRO FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO;31/10/2018;311,652978;0,21%;R$ 12,576,354,88;R$ 411,872,88;R$ 2,186,208,898,08;2,790
15228;GÁVEA MACRO FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO;30/10/2018;310,997889;0,02%;R$ 17,439,308,83;R$ 1,568,533,80;R$ 2,169,474,610,48;2,768
15228;GÁVEA MACRO FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO;29/10/2018;310,921281;0,45%;R$ 10,502,969,92;R$ 807,733,21;R$ 2,153,073,343,96;2,744
15228;GÁVEA MACRO FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO;26/10/2018;309,513183;-0,32%;R$ 8,740,087,28;R$ 4,872,841,28;R$ 2,133,671,188,24;2,722
15228;GÁVEA MACRO FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO;25/10/2018;310,518685;-0,23%;R$ 7,175,288,97;R$ 14,185,550,25;R$ 2,136,722,948,59;2,708
15228;GÁVEA MACRO FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO;24/10/2018;311,221494;0,19%;R$ 7,325,413,27;R$ 1,232,798,09;R$ 2,148,585,199,46;2,691
15228;GÁVEA MACRO FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO;23/10/2018;310,625643;-0,03%;R$ 7,073,217,98;R$ 410,642,28;R$ 2,138,390,665,48;2,668
15228;GÁVEA MACRO FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO;22/10/2018;310,734133;0,12%;R$ 6,927,274,81;R$ 3,338,763,41;R$ 2,132,472,624,18;2,645
15228;GÁVEA MACRO FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO;19/10/2018;310,358906;-0,20%;R$ 9,192,715,93;R$ 208,548,51;R$ 2,126,313,376,77;2,632
15228;GÁVEA MACRO FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO;18/10/2018;310,983428;0,52%;R$ 8,524,537,85;R$ 1,965,492,71;R$ 2,121,589,819,26;2,611
15228;GÁVEA MACRO FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO;17/10/2018;309,384075;0,20%;R$ 6,444,288,77;R$ 371,580,07;R$ 2,104,153,411,34;2,589
15228;GÁVEA MACRO FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO;16/10/2018;308,773963;-0,47%;R$ 11,862,687,94;R$ 107,446,21;R$ 2,093,943,238,42;2,566
15228;GÁVEA MACRO FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO;15/10/2018;310,232721;-0,34%;R$ 8,822,193,82;R$ 1,282,029,02;R$ 2,092,024,991,86;2,531
15228;GÁVEA MACRO FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO;11/10/2018;311,294218;-0,26%;R$ 10,171,263,35;R$ 408,400,00;R$ 2,091,617,132,36;2,507
15228;GÁVEA MACRO FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO;10/10/2018;312,115654;0,78%;R$ 6,263,749,65;R$ 799,894,62;R$ 2,087,347,821,55;2,487
15228;GÁVEA MACRO FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO;09/10/2018;309,691505;-0,15%;R$ 6,130,911,34;R$ 25,000,00;R$ 2,065,714,330,31;2,457
15228;GÁVEA MACRO FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO;08/10/2018;310,16754;-0,40%;R$ 3,969,143,52;R$ 0,00;R$ 2,062,774,292,55;2,439
15228;GÁVEA MACRO FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO;05/10/2018;311,416547;0,28%;R$ 4,465,900,00;R$ 177,899,52;R$ 2,067,095,710,88;2,428
15228;GÁVEA MACRO FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO;04/10/2018;310,541751;0,49%;R$ 4,063,228,93;R$ 632,497,38;R$ 2,057,013,103,49;2,411
15228;GÁVEA MACRO FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO;03/10/2018;309,037505;0,61%;R$ 9,555,003,30;R$ 147,223,86;R$ 2,043,634,938,16;2,397
15228;GÁVEA MACRO FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO;02/10/2018;307,171695;-0,49%;R$ 7,994,629,93;R$ 2,875,059,83;R$ 2,021,945,538,87;2,386
15228;GÁVEA MACRO FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO;01/10/2018;308,674969;0,09%;R$ 4,697,240,18;R$ 164,582,28;R$ 2,026,696,156,94;2,370
15228;GÁVEA MACRO FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO;28/09/2018;308,409264;0,11%;R$ 26,693,574,01;R$ 159,831,19;R$ 2,020,422,838,17;2,354
15228;GÁVEA MACRO FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO;27/09/2018;308,073465;-0,23%;R$ 9,388,747,29;R$ 1,379,717,84;R$ 1,991,718,130,97;2,341
15228;GÁVEA MACRO FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO;26/09/2018;308,793576;-0,62%;R$ 19,808,215,48;R$ 1,245,892,91;R$ 1,988,345,950,65;2,329
15228;GÁVEA MACRO FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO;25/09/2018;310,706828;0,02%;R$ 21,231,981,81;R$ 338,817,24;R$ 1,981,988,196,47;2,306
15228;GÁVEA MACRO FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO;24/09/2018;310,640078;0,62%;R$ 6,475,940,90;R$ 61,000,00;R$ 1,960,673,721,92;2,284
15228;GÁVEA MACRO FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO;21/09/2018;308,718066;-0,50%;R$ 9,831,391,62;R$ 1,900,000,00;R$ 1,942,167,269,57;2,267
15228;GÁVEA MACRO FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO;20/09/2018;310,268286;-0,44%;R$ 16,648,530,27;R$ 62,286,348,33;R$ 1,943,948,595,97;2,240
15228;GÁVEA MACRO FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO;19/09/2018;311,653506;-0,05%;R$ 27,405,305,76;R$ 1,000,000,00;R$ 1,998,469,095,98;2,222
15228;GÁVEA MACRO FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO;18/09/2018;311,82303;-0,19%;R$ 29,078,724,44;R$ 25,000,00;R$ 1,973,136,494,15;2,191
15228;GÁVEA MACRO FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO;17/09/2018;312,404705;-0,12%;R$ 10,616,631,58;R$ 579,711,00;R$ 1,947,709,264,61;2,161
15228;GÁVEA MACRO FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO;14/09/2018;312,769059;0,21%;R$ 14,393,519,90;R$ 343,217,91;R$ 1,939,932,226,00;2,123
15228;GÁVEA MACRO FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO;13/09/2018;312,100981;0,12%;R$ 11,881,256,46;R$ 116,562,55;R$ 1,921,768,221,80;2,094
15228;GÁVEA MACRO FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO;12/09/2018;311,739061;-0,11%;R$ 12,742,363,53;R$ 1,500,231,01;R$ 1,907,788,640,85;2,066
15228;GÁVEA MACRO FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO;11/09/2018;312,078925;0,17%;R$ 13,410,000,00;R$ 140,894,07;R$ 1,898,614,158,57;2,048
15228;GÁVEA MACRO FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO;10/09/2018;311,540319;0,35%;R$ 8,172,000,00;R$ 633,448,30;R$ 1,882,091,204,62;2,031
15228;GÁVEA MACRO FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO;06/09/2018;310,454757;-0,29%;R$ 24,994,461,43;R$ 206,000,00;R$ 1,868,020,772,72;2,013
15228;GÁVEA MACRO FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO;05/09/2018;311,357961;-0,11%;R$ 8,432,486,00;R$ 10,735,522,34;R$ 1,848,594,817,80;1,988
15228;GÁVEA MACRO FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO;04/09/2018;311,698947;0,54%;R$ 6,034,957,82;R$ 268,778,77;R$ 1,852,924,875,58;1,973
15228;GÁVEA MACRO FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO;03/09/2018;310,030103;0,32%;R$ 5,247,322,09;R$ 963,428,95;R$ 1,837,268,961,82;1,966
15228;GÁVEA MACRO FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO;31/08/2018;309,054487;-0,30%;R$ 6,001,657,64;R$ 102,000,00;R$ 1,827,216,953,24;1,955
15228;GÁVEA MACRO FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO;30/08/2018;309,989179;0,42%;R$ 5,556,217,50;R$ 268,000,00;R$ 1,826,825,612,63;1,943
15228;GÁVEA MACRO FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO;29/08/2018;308,689475;-0,12%;R$ 9,993,264,60;R$ 921,500,58;R$ 1,813,900,166,04;1,921
15228;GÁVEA MACRO FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO;28/08/2018;309,064978;0,46%;R$ 7,800,408,88;R$ 702,727,92;R$ 1,807,023,870,29;1,911
15228;GÁVEA MACRO FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO;27/08/2018;307,646591;-0,14%;R$ 10,004,190,86;R$ 791,960,29;R$ 1,791,665,816,75;1,893
15228;GÁVEA MACRO FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO;24/08/2018;308,06875;-0,34%;R$ 6,971,155,27;R$ 27,787,324,80;R$ 1,784,899,505,88;1,876
15228;GÁVEA MACRO FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO;23/08/2018;309,105016;0,49%;R$ 8,935,270,42;R$ 162,000,00;R$ 1,811,789,649,90;1,850
15228;GÁVEA MACRO FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO;22/08/2018;307,602497;-0,07%;R$ 5,635,670,49;R$ 13,913,371,91;R$ 1,794,252,156,35;1,817
15228;GÁVEA MACRO FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO;21/08/2018;307,815067;0,46%;R$ 8,488,908,68;R$ 152,043,56;R$ 1,803,775,500,07;1,808
15228;GÁVEA MACRO FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO;20/08/2018;306,391239;0,15%;R$ 7,933,825,76;R$ 1,671,013,28;R$ 1,787,133,662,70;1,782
15228;GÁVEA MACRO FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO;17/08/2018;305,918029;0,14%;R$ 11,377,504,11;R$ 203,726,95;R$ 1,778,120,362,89;1,763
15228;GÁVEA MACRO FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO;16/08/2018;305,50043;-0,02%;R$ 7,218,220,00;R$ 50,378,103,72;R$ 1,764,534,583,20;1,750
15228;GÁVEA MACRO FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO;15/08/2018;305,573844;0,36%;R$ 5,418,882,28;R$ 374,038,90;R$ 1,808,128,866,57;1,742
15228;GÁVEA MACRO FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO;14/08/2018;304,470386;-0,29%;R$ 14,258,563,57;R$ 424,000,00;R$ 1,796,572,903,87;1,728
15228;GÁVEA MACRO FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO;13/08/2018;305,364766;0,23%;R$ 8,943,629,00;R$ 848,773,10;R$ 1,787,975,124,14;1,706
15228;GÁVEA MACRO FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO;10/08/2018;304,668731;0,25%;R$ 11,527,350,51;R$ 50,000,000,00;R$ 1,775,823,287,60;1,691
15228;GÁVEA MACRO FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO;09/08/2018;303,9047;0,18%;R$ 4,113,596,00;R$ 109,537,25;R$ 1,809,746,150,67;1,681
15228;GÁVEA MACRO FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO;08/08/2018;303,361181;-0,04%;R$ 5,762,763,68;R$ 4,194,264,41;R$ 1,802,512,607,36;1,673
15228;GÁVEA MACRO FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO;07/08/2018;303,483238;0,37%;R$ 6,562,446,00;R$ 0,00;R$ 1,801,668,715,80;1,665
15228;GÁVEA MACRO FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO;06/08/2018;302,359819;-0,11%;R$ 8,604,750,00;R$ 0,00;R$ 1,788,461,233,32;1,657
15228;GÁVEA MACRO FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO;03/08/2018;302,68241;-0,34%;R$ 4,773,277,62;R$ 215,000,00;R$ 1,781,755,433,77;1,647
15228;GÁVEA MACRO FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO;02/08/2018;303,717719;0,00%;R$ 5,406,445,00;R$ 25,113,51;R$ 1,783,275,963,39;1,634
15228;GÁVEA MACRO FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO;01/08/2018;303,72376;0,26%;R$ 29,765,638,26;R$ 50,355,908,69;R$ 1,777,929,994,43;1,622
15228;GÁVEA MACRO FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO;31/07/2018;302,948525;0,01%;R$ 2,641,428,72;R$ 173,317,00;R$ 1,793,929,659,96;1,602
15228;GÁVEA MACRO FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO;30/07/2018;302,916934;0,24%;R$ 4,127,600,00;R$ 334,648,89;R$ 1,791,274,737,35;1,595
15228;GÁVEA MACRO FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO;27/07/2018;302,188334;-0,29%;R$ 4,265,617,88;R$ 25,000,00;R$ 1,783,182,394,27;1,591
15228;GÁVEA MACRO FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO;26/07/2018;303,079945;0,30%;R$ 5,598,700,00;R$ 3,356,502,16;R$ 1,784,190,569,57;1,578
15228;GÁVEA MACRO FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO;25/07/2018;302,180435;-0,44%;R$ 3,374,950,15;R$ 731,627,49;R$ 1,776,659,732,78;1,569
15228;GÁVEA MACRO FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO;24/07/2018;303,517087;0,12%;R$ 3,809,754,55;R$ 25,000,00;R$ 1,781,863,516,85;1,552
15228;GÁVEA MACRO FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO;23/07/2018;303,144089;0,50%;R$ 8,798,709,61;R$ 373,653,36;R$ 1,775,893,647,48;1,542
15228;GÁVEA MACRO FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO;20/07/2018;301,650668;-0,36%;R$ 6,682,994,30;R$ 50,185,226,78;R$ 1,758,761,262,59;1,525
15228;GÁVEA MACRO FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO;19/07/2018;302,730719;0,07%;R$ 4,120,100,87;R$ 109,660,32;R$ 1,808,716,443,93;1,506
15228;GÁVEA MACRO FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO;18/07/2018;302,527108;0,21%;R$ 8,141,158,58;R$ 133,870,27;R$ 1,803,492,192,42;1,489
